id,name,type,cost,bp,sp,ability,description,faction,illustrator,imageUrl,color,rarity,cardNumber,colorBalance,colorCost,colorlessCost,effectType,pack,traits,effect,flavorText
BT1-86,奥義:トワとセツナの未来視,イベント,5,,,特徴に「トワ」/「セツナ」を持つ自分のユニットがアタックしている間、自分の手札から、このカードを使用するとき、支払う無色コスト-2。 【メイン】【コンバット】自分の手札1枚を自分のユニットが制圧している拠点のゲージの上に置く。,トワとセツナの未来を見通す力。 その目には何が映るのか。,,株式会社アイラボ,/card-images/86.png,yellow,RR,BT1-86,黄2,2,3,ゲージ操作,次元の訪問者,,,
BT1-87,謎の少女,サポーター,2,,,【メイン】このサポーターをレストすることで、ターン終了まで、次に自分の手札から、イベントカードを使用するとき、支払う無色コスト-1。,トワとセツナに接触してきた謎の少女。異種族間コミュニケーション用翻訳機を持っており、それによりトワたちに協力を強制した。,ミッドガン/反学派/人間,コメスケ,/card-images/87.png,yellow,RR,BT1-87,黄2,2,0,コスト軽減,次元の訪問者,,,
BT1-88,保安部部長 ヘルナ,サポーター,5,,,【登場時】自分の手札から、黄のコスト4以下のイベントカード1枚をコストを支払わずに使用できる。 【自分のターン終了時】このサポーターをレストすることで、≪レイキ回復1≫（自分のレイキ1枚をアクティブにする）。,保安部は学派が持つ事実上の「警察兼軍隊」。ミッドガン内にレイキの反応が発生した事を確認し、トワたちを捜索している。,ミッドガン/トゥルーリア学派/人間,モト,/card-images/88.png,yellow,R,BT1-88,黄2,2,3,特殊召喚;レイキ回復,次元の訪問者,,,
BT1-89,オロチ,ユニット,2,2000,2000,,プロローグ⑦:このホールの先に神器を奪った犯人達がいるのであろうという確信を持ちCNPたちはゲートに飛び込んだ。,オロチ/CNP,流セイヤ,/card-images/89.png,green,C,BT1-89,緑1,1,1,,次元の訪問者,,,
BT1-90,ヤーマ,ユニット,2,3000,1000,,プロローグ⑧:ホールを超えたCNPたちの目の前に広がったのは、まだ見ぬ新天地。彼らの冒険はここから始まる。,ヤーマ/CNP,コメスケ,/card-images/90.png,green,C,BT1-90,緑1,1,1,,次元の訪問者,,,
BT1-91,偵察するエルフ,ユニット,3,4000,1000,,とっても長寿なメテオラスの住人。他種族に対して排他的であり、ウッドレイスとフェアリーを見下している。,メテオラス/エルフ,モト,/card-images/91.png,green,C,BT1-91,緑1,1,2,,次元の訪問者,,,
BT1-92,エルフのリーダー グムリン,ユニット,3,2000,-,【登場時】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,「あのフェアリーの小娘め！余所者を味方につけよって！！そんなにもエルフを滅ぼしたいか！！」,メテオラス/エルフ,モト,/card-images/92.png,green,R,BT1-92,緑2,2,1,レイキ追加,次元の訪問者,,,
BT1-93,果実のウッドレイス,ユニット,3,4000,1000,,ウッドレイスは動物と植物の中間の生物の総称であり、その姿は多種多様。故に収拾がつかず、無法地帯と化している。,メテオラス/ウッドレイス,流セイヤ,/card-images/93.png,green,C,BT1-93,緑1,1,2,,次元の訪問者,,,
BT1-94,式神・蝶,ユニット,3,3000,1000,,蝶を模した形代で召喚した式神。使い勝手が良い。,セイドウ/式神,モト,/card-images/94.png,green,C,BT1-94,-,0,3,,次元の訪問者,,,
BT1-95,フェアリー,ユニット,3,4000,1000,,フェアリーは昆虫の要素を身に宿す人型の種族。基本的には温厚な種族。,メテオラス/フェアリー,流セイヤ,/card-images/95.png,green,C,BT1-95,緑1,1,2,,次元の訪問者,,,
BT1-96,フェアリーの蛹,ユニット,3,1000,1000,【自分のターン開始時】このユニットが制圧中なら、このユニットを退場させることで、自分のデッキの上から1枚オープンする。それが緑のユニットカードならコストを支払わずに登場させる。残りは手札に加える。,フェアリーが繭を形成し完全変態を遂げる準備を行っている姿。,メテオラス/フェアリー,流セイヤ,/card-images/96.png,green,C,BT1-96,緑2,2,1,特殊召喚,次元の訪問者,,,
BT1-97,式神・鹿,ユニット,4,4000,1000,【登場時】自分のレイキ1枚をレイキデッキの下に戻す。その後、≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）。,鹿を模した形代で召喚した式神。パワーは低いが周囲の環境を操作する能力を持っている。,セイドウ/式神,モト,/card-images/97.png,green,R,BT1-97,緑2,0,4,レイキ操作;レイキ追加,次元の訪問者,,,
BT1-98,長樹のウッドレイス ギスクヤ,ユニット,4,4000,1000,【登場時】制圧中の自分のユニット1体をユニットエリアに移動できる。,ウッドレイスのご意見番的存在。余りにも多種多様なウッドレイスは悩みも多種多様であり、相談者が後を絶たない。,メテオラス/ウッドレイス,流セイヤ,/card-images/98.png,green,C,BT1-98,緑1,1,3,配置移動,次元の訪問者,,,
BT1-99,レギオオカミ,ユニット,5,6000,1000,,オロチとヤーマが目にしたのは、動物たちの根城となった数多の廃墟だった。,メテオラス/アニマル,モト,/card-images/99.png,green,C,BT1-99,緑1,1,4,,次元の訪問者,,,
BT1-100,ダイアモンド,ユニット,6,6000,1000,【登場時】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,白蛇のオロチがダイアモンドに変化した姿。その最強クラスの硬度で、攻撃にも防御にも活躍する。,オロチ/CNP,流セイヤ,/card-images/100.png,green,RR,BT1-100,緑2,2,4,レイキ追加,次元の訪問者,,,
BT1-101,フウジン,ユニット,6,6000,1000,【登場時】コスト5以下の制圧中の相手のユニット全てをユニットエリアに移動させる。,風神に変化したヤーマは、たちまち強風を巻き起こし、敵を追い払う。,ヤーマ/CNP,モト,/card-images/101.png,green,RR,BT1-101,緑2,2,4,配置移動,次元の訪問者,,,
BT1-102,ベヒーモス,ユニット,6,7000,1000,,獰猛で食欲旺盛で羽が生えたカバ。 ウッドレイスも含めてあらゆる植物を食らいつくす。,メテオラス/アニマル,モト,/card-images/102.png,green,C,BT1-102,緑1,1,5,,次元の訪問者,,,
BT1-103,ユウギリ,ユニット,6,5000,1000,【お互いのターン】特徴に「セイドウ」を持つ自分のユニット全てをBP+1000。,テンシュの部下。メテオラスを侵略するために動いているはずだが、まだ神器の力は使っていない。,セイドウ/ユウギリ,コメスケ,/card-images/103.png,green,R,BT1-103,緑1,1,5,BP＋,次元の訪問者,,,
BT1-104,オロチ,ユニット,8,8000,-,≪ゲージブレイク≫（このユニットが相手のゲージを減らすとき、2枚減らす） 【お互いのターン】自分のユニット全てをBP+1000。,聡明で面倒見が良く、仲間を献身的にサポートする白蛇のオロチ。我慢強いものの、怒ると毒の牙で攻撃する。,オロチ/CNP,コメスケ,/card-images/104.png,green,RRR,BT1-104,緑2,2,6,ゲージ破壊;BP＋,次元の訪問者,,,
BT1-105,完全変態個体 レトゥ,ユニット,9,10000,-,≪ゲージブレイク≫（このユニットが相手のゲージを減らすとき、2枚減らす）,蛹を経て再誕したフェアリー族の一人。変態を遂げてしまった個体は強大な力と高度な知性を得ると同時に他者を見下すようになる。,メテオラス/フェアリー,流セイヤ,/card-images/105.png,green,R,BT1-105,緑2,2,7,ゲージ破壊,次元の訪問者,,,
BT1-106,ヤーマ,ユニット,9,10000,-,【登場時】制圧中の相手のユニット2体までをユニットエリアに移動させる。,物知りで、決断力に優れている小鬼のヤーマ。逆境に強く、ここぞという場面で能力を発揮する。,ヤーマ/CNP,モト,/card-images/106.png,green,RRR,BT1-106,緑5,5,4,配置移動,次元の訪問者,,,
BT1-107,誘い,イベント,2,,,【メイン】ターン終了まで、緑の自分のユニット1体は「このユニットがアタックしている間、相手は助太刀できない。」の効果を得る。,「こっちこっち！！」喧噪に巻き込まれたオロチたちに手を差し伸べたのは、妖精のような少女だった。,,流セイヤ,/card-images/107.png,green,R,BT1-107,緑1,1,1,助太刀制限,次元の訪問者,,,
BT1-108,喧噪,イベント,2,,,【メイン】制圧中のユニット1体をユニットエリアに移動させる。,痛々しい争いの痕跡を眺めていたのもつかの間、喧噪に巻き込まれそうになったオロチとヤーマ。,,小山内えのん,/card-images/108.png,green,C,BT1-108,緑1,1,1,配置移動,次元の訪問者,,,
BT1-109,到着！メテオラス！,イベント,2,,,【メイン】相手のターン終了まで、自分のユニット1体をBP+2000。,自然と争いの都市メテオラス。元々三大勢力による争いが絶えず、セイドウの侵略の結果内戦はより混沌、激化している。,,モト,/card-images/109.png,green,C,BT1-109,緑1,1,1,BP＋,次元の訪問者,,,
BT1-110,プランニング,イベント,2,,,【メイン】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,当てがなくても『とりあえずの目的』を決めるのは大事。,,モト,/card-images/110.png,green,C,BT1-110,緑1,1,1,レイキ追加,次元の訪問者,,,
BT1-111,奥義:オロチの脱皮,イベント,3,,,特徴に「オロチ」を持つ自分のユニットがいる間、自分の手札から、このカードを使用するとき、支払う無色コスト-1。 【メイン】相手のターン終了まで、自分のユニット1体をBP+3000。,オロチは脱皮することで、あらゆる身体機能が向上する。,,モト,/card-images/111.png,green,RR,BT1-111,緑1,1,2,BP＋,次元の訪問者,,,
BT1-112,奥義:ヤーマの罠,イベント,3,,,特徴に「ヤーマ」を持つ自分のユニットがアタックしている間、自分の手札から、このカードを使用するとき、支払う無色コスト-2。 【メイン】【コンバット】制圧中のユニット1体をユニットエリアに移動させる。,ヤーマの知略は短絡的なものを再起不能にする。,,モト,/card-images/112.png,green,R,BT1-112,緑2,2,1,配置移動,次元の訪問者,,,
BT1-113,悠久の歴史,イベント,3,,,【メイン】自分のレイキ2枚をレイキデッキの下に戻す。その後、≪レイキ追加2≫（自分のレイキデッキの上から2枚をレイキエリアに置く）。,古代遺跡に象形文字で刻まれていたのは、協力関係を築こうとするたびに絶対に「裏切り者」が現れるメテオラスの歴史であった。,,流セイヤ,/card-images/113.png,green,C,BT1-113,緑2,2,1,レイキ操作;レイキ追加,次元の訪問者,,,
BT1-114,一触即発,イベント,4,,,【メイン】コスト4以下の制圧中のユニット全てをユニットエリアに移動させる。,セイドウも参戦して激化する戦場を後にし、クルミは「争いを止める方法」を知っているという人物の元へ、オロチたちを導く。,,流セイヤ,/card-images/114.png,green,C,BT1-114,緑2,2,2,配置移動,次元の訪問者,,,
BT1-115,フェアリーの協力者 クルミ,サポーター,2,,,【メイン】このサポーターをレストすることで、相手のターン終了まで、自分のユニット1体をBP+1000。,少し天然だが明るい性格のフェアリー。ボディランゲージでオロチたちと意思疎通し、長く続く内戦を終わらせるために彼らを導く。,メテオラス/フェアリー,コメスケ,/card-images/115.png,green,RR,BT1-115,緑1,1,1,BP＋,次元の訪問者,,,
BT1-116,エルフの長老 ズモギン,サポーター,7,,,【登場時】制圧中のユニット1体をユニットエリアに移動させる。 【メイン】このサポーターと自分のレイキ1枚をレストすることで、≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）。,排他的思想を扇動するエルフ族の長老。大昔に起きた内戦では劣勢を覆し勝利に導き、エルフたちからは英雄視されている。,メテオラス/エルフ,モト,/card-images/116.png,green,R,BT1-116,緑2,2,5,配置移動;レイキ追加,次元の訪問者,,,
P-1,ミタマ,ユニット,2,2000,1000,,廃れた謎の場所に一人飛ばされてしまったミタマ。窓の外に広がるのは…宇宙？,ミタマ/CNP,未定,/card-images/117.png,purple,P,P-1,-,0,2,,次元の訪問者,,,
BT2-1,アクアノーヴァの野良猫,ユニット,3,5000,,,自由になった元飼い猫は猫社会の頂点を目指して奔走する。,アクアノーヴァ/アニマル,コメスケ / すとぽぷ,/card-images/bt2-1.png,blue,C,BT2-1,青1,1,2,,魂魄の冥導士,アクアノーヴァ;アニマル,,自由になった元飼い猫は猫社会の頂点を目指して奔走する。
BT2-2,ピンク,ユニット,4,5000,,【登場時】ターン終了まで、相手のユニット1体をコスト-1。,ピンク色に変化したルナ。愛らしい見た目で相手を騙し、戦闘を有利に運ぶ。,ルナ/CNP,コメスケ / Urukun,/card-images/bt2-2.png,red,RR,BT2-2,赤2,2,2,コスト減少,魂魄の冥導士,ルナ;CNP,【登場時】ターン終了まで、相手のユニット1体をコスト-1。,ピンク色に変化したルナ。愛らしい見た目で相手を騙し、戦闘を有利に運ぶ。
BT2-3,レイキ結合体:瓦礫,ユニット,3,4000,,【登場時】自分のレイキ1枚をレイキデッキの下に戻す。その後、コスト4以下の相手のユニット1体を退場させる。,禍々しき命は万物を取り込む。戦火の残滓さえも。,レイキ結合体,コメスケ / すとぽぷ,/card-images/bt2-3.png,blue,R,BT2-3,青2,2,1,退場,魂魄の冥導士,レイキ結合体,【登場時】自分のレイキ1枚をレイキデッキの下に戻す。その後、コスト4以下の相手のユニット1体を退場させる。,禍々しき命は万物を取り込む。戦火の残滓さえも。
BT2-4,ルナ,ユニット,4,5000,1000,,無尽蔵に式神を操るミカヅキ。その異常なレイキの源が神器であることを突き止めたルナは、神器を取り返すべく単身乗り込んだ。,ルナ/CNP,コメスケ / SHU-,/card-images/bt2-4.png,blue,C,BT2-4,青1,1,3,,魂魄の冥導士,ルナ;CNP,,無尽蔵に式神を操るミカヅキ。その異常なレイキの源が神器であることを突き止めたルナは、神器を取り返すべく単身乗り込んだ。
BT2-5,ぬいぐるみ,ユニット,6,6000,1000,【登場時】ターン終了まで、相手のユニット全てをコスト-2。 【アタック時】コスト2以下の相手のユニット1体を退場させる。,ぬいぐるみの姿に変化することで気配を完全に消したルナ。誰にも気づかれず、ついにミカヅキから神器を取り返した！,ルナ/CNP,コメスケ / SHU-,/card-images/bt2-5.png,blue,RRR,BT2-5,青3,3,3,コスト減少;退場,魂魄の冥導士,ルナ;CNP,【登場時】ターン終了まで、相手のユニット全てをコスト-2。 【アタック時】コスト2以下の相手のユニット1体を退場させる。,ぬいぐるみの姿に変化することで気配を完全に消したルナ。誰にも気づかれず、ついにミカヅキから神器を取り返した！
BT2-6,リーリー,ユニット,5,6000,,【アタック時】自分のデッキの上から1枚破棄する。それが青のカードなら、ターン終了まで、このユニットをBP+2000。,ドレスのような美しい姿に変化したリーリー。その美しさでミカヅキを魅了し、隙を作ることに成功した。,リーリー/CNP,コメスケ / すとぽぷ,/card-images/bt2-6.png,blue,R,BT2-6,青2,2,3,BP＋,魂魄の冥導士,リーリー;CNP,【アタック時】自分のデッキの上から1枚破棄する。それが青のカードなら、ターン終了まで、このユニットをBP+2000。,ドレスのような美しい姿に変化したリーリー。その美しさでミカヅキを魅了し、隙を作ることに成功した。
BT2-7,荒れ狂うミカヅキ,ユニット,6,7000,,【自分のターン】自分の手札が3枚以下の間、このユニットをBP+2000。,リーリーとルナの参戦により劣勢を強いられたミカヅキは神器の力を解放し、荒々しくその力を振るう。,セイドウ/ミカヅキ,コメスケ / SHU-,/card-images/bt2-7.png,blue,RR,BT2-7,青1,1,5,BP＋,魂魄の冥導士,セイドウ;ミカヅキ,【自分のターン】自分の手札が3枚以下の間、このユニットをBP+2000。,リーリーとルナの参戦により劣勢を強いられたミカヅキは神器の力を解放し、荒々しくその力を振るう。
BT2-8,セイ,ユニット,3,3000,,【登場時】コスト3以下の相手のユニット1体をコスト-1。,セイドウの一族の娘。父の影響で呪術に長けている。,セイドウ,コメスケ / SASUKE,/card-images/bt2-8.png,blue,C,BT2-8,青1,1,2,コスト減少,魂魄の冥導士,セイドウ,【登場時】コスト3以下の相手のユニット1体をコスト-1。,セイドウの一族の娘。父の影響で呪術に長けている。
BT2-9,スピリット・シザーズ,イベント,3,,,相手のユニット1体を退場させる。,魂を切り裂く呪術の刃。,,コメスケ / すとぽぷ,/card-images/bt2-9.png,blue,C,BT2-9,青2,2,1,退場,魂魄の冥導士,,相手のユニット1体を退場させる。,魂を切り裂く呪術の刃。
BT2-10,ルナ,ユニット,1,2000,,,変装が得意な忍者。様々な姿に変化して敵を欺く。,ルナ/CNP,コメスケ / 十五夜,/card-images/bt2-10.png,blue,C,BT2-10,青1,1,0,,魂魄の冥導士,ルナ;CNP,,変装が得意な忍者。様々な姿に変化して敵を欺く。
BT2-11,レイキ結合体:カラス,ユニット,2,3000,,【登場時】自分のレイキ1枚をレイキデッキの下に戻す。その後、カードを1枚引く。,邪悪な霊力がカラスの死骸に宿った姿。,レイキ結合体,コメスケ / すとぽぷ,/card-images/bt2-11.png,blue,C,BT2-11,青1,1,1,ドロー,魂魄の冥導士,レイキ結合体,【登場時】自分のレイキ1枚をレイキデッキの下に戻す。その後、カードを1枚引く。,邪悪な霊力がカラスの死骸に宿った姿。
BT2-12,アクアノーヴァの住人,ユニット,2,3000,,,水の都アクアノーヴァで暮らす一般市民。,アクアノーヴァ,コメスケ / すとぽぷ,/card-images/bt2-12.png,blue,C,BT2-12,青1,1,1,,魂魄の冥導士,アクアノーヴァ,,水の都アクアノーヴァで暮らす一般市民。
BT2-13,アクアノーヴァの漁師,ユニット,4,5000,,【登場時】自分のデッキの上から3枚見て、その中からユニット1枚を手札に加える。残りを任意の順番でデッキの下に戻す。,豊かな海で魚を獲る熟練の漁師。,アクアノーヴァ,コメスケ / すとぽぷ,/card-images/bt2-13.png,blue,C,BT2-13,青1,1,3,サーチ,魂魄の冥導士,アクアノーヴァ,【登場時】自分のデッキの上から3枚見て、その中からユニット1枚を手札に加える。残りを任意の順番でデッキの下に戻す。,豊かな海で魚を獲る熟練の漁師。
BT2-14,スピリット・ブラスト,イベント,4,,,相手のユニット全てに1000ダメージを与える。,霊力を爆発させて敵を一掃する呪術。,,コメスケ / すとぽぷ,/card-images/bt2-14.png,blue,R,BT2-14,青2,2,2,ダメージ,魂魄の冥導士,,相手のユニット全てに1000ダメージを与える。,霊力を爆発させて敵を一掃する呪術。
BT2-15,急造海賊船:ミナモ号,サポーター,3,,,【自分のターン】コスト5以下の自分のユニット全てをBP+1000。,海賊たちがミカヅキと戦う為に急造した船。リーリーやアクアペンギン達は目を輝かせたが、ミナモ本人は呆れていた。,アクアノーヴァ,コメスケ,/card-images/bt2-15.png,blue,R,BT2-15,青2,2,1,BP＋,魂魄の冥導士,アクアノーヴァ,【自分のターン】コスト5以下の自分のユニット全てをBP+1000。,海賊たちがミカヅキと戦う為に急造した船。リーリーやアクアペンギン達は目を輝かせたが、ミナモ本人は呆れていた。
BT2-16,ナルカミ,ユニット,2,3000,1000,,ナルカミとマカミは、ミバツとツミカからの依頼を断り、争いを止めるために自ら行動を始め…… 一旦休息を取ることに決めた。,ナルカミ/CNP,コメスケ / SHU-ツル,/card-images/bt2-16.png,red,C,BT2-16,赤1,1,1,,魂魄の冥導士,ナルカミ;CNP,,ナルカミとマカミは、ミバツとツミカからの依頼を断り、争いを止めるために自ら行動を始め…… 一旦休息を取ることに決めた。
BT2-17,ナルカミ,ユニット,3,3000,1000,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪回収≫（このユニットが助太刀に使用されたとき、助太刀に使用したユニットカード1枚を手札に戻せる）の効果を得る。,「炎神を止めなければカグツチに明日は無いぞ！」 暴徒と化しセイドウに付く竜人たちを必死に説得するも、その声は届かない。,ナルカミ/CNP,コメスケ / すとぽぷ,/card-images/bt2-17.png,red,R,BT2-17,赤2,2,1,回収,魂魄の冥導士,ナルカミ;CNP,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪回収≫（このユニットが助太刀に使用されたとき、助太刀に使用したユニットカード1枚を手札に戻せる）の効果を得る。,「炎神を止めなければカグツチに明日は無いぞ！」 暴徒と化しセイドウに付く竜人たちを必死に説得するも、その声は届かない。
BT2-18,マカミ,ユニット,3,3000,1000,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）を得る。,暗い色へと変化したマカミ。その体は闇夜に溶け込み、気配を断つ。,マカミ/CNP,コメスケ / すとぽぷ,/card-images/bt2-18.png,red,R,BT2-18,赤2,2,1,奪取,魂魄の冥導士,マカミ;CNP,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）を得る。,暗い色へと変化したマカミ。その体は闇夜に溶け込み、気配を断つ。
BT2-20,暴動を起こす竜人,ユニット,4,5000,1000,,信仰していた炎神に攻撃を加えるオーガ達に業を煮やした竜人たちはついに一線を超え、暴動を引き起こした。,カグツチ/竜人,コメスケ / すとぽぷ,/card-images/bt2-20.png,red,C,BT2-20,赤1,1,3,,魂魄の冥導士,カグツチ;竜人,,信仰していた炎神に攻撃を加えるオーガ達に業を煮やした竜人たちはついに一線を超え、暴動を引き起こした。
BT2-23,ネオンオレンジ,ユニット,8,8000,2000,【登場時】BP6000以下のユニットエリアの相手のユニット1体を退場させる。,ネオンオレンジの輝きに変化したマカミ。鮮烈なその姿は式神たちを引き寄せ、襲いかかる敵を容赦なく退ける。,マカミ/CNP,コメスケ / すとぽぷ,/card-images/bt2-23.png,red,RRR,BT2-23,赤5,5,3,退場,魂魄の冥導士,マカミ;CNP,【登場時】BP6000以下のユニットエリアの相手のユニット1体を退場させる。,ネオンオレンジの輝きに変化したマカミ。鮮烈なその姿は式神たちを引き寄せ、襲いかかる敵を容赦なく退ける。
BT2-27,炎の嵐,イベント,5,,,【コンバット】BP4000以下のユニット全てを退場させる。,セイドウ、炎神、そして暴徒と化した竜人たちの手によってカグツチの街は戦火に包まれた。,,コメスケ / すとぽぷ,/card-images/bt2-27.png,red,C,BT2-27,赤3,3,2,退場,魂魄の冥導士,,【コンバット】BP4000以下のユニット全てを退場させる。,セイドウ、炎神、そして暴徒と化した竜人たちの手によってカグツチの街は戦火に包まれた。
BT2-29,支配された炎神,サポーター,2,,,【コンバット】このバトルで自分が2枚以上助太刀しているなら、このサポーターをレストすることで、≪1ドロー≫（デッキからカードを1枚引く）。その後、自分の手札1枚を破棄する。,竜人たちに信仰されカグツチに恵みを授けていた炎神。今は神器によりセイドウに支配され噴火を活発化させる戦略兵器と化した。,セイドウ/土地神,コメスケ,/card-images/bt2-29.png,red,RR,BT2-29,赤2,2,0,ドロー,魂魄の冥導士,セイドウ;土地神,【コンバット】このバトルで自分が2枚以上助太刀しているなら、このサポーターをレストすることで、≪1ドロー≫（デッキからカードを1枚引く）。その後、自分の手札1枚を破棄する。,竜人たちに信仰されカグツチに恵みを授けていた炎神。今は神器によりセイドウに支配され噴火を活発化させる戦略兵器と化した。
BT2-19,シオン,ユニット,4,3000,1000,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）を得る。,暗い色へと変化したマカミ。その体は闇夜に溶け込み、気配を断つ。,マカミ/CNP,コメスケ / すとぽぷ,/card-images/bt2-19.png,red,R,BT2-19,赤2,2,2,奪取,魂魄の冥導士,マカミ;CNP,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）を得る。,暗い色へと変化したマカミ。その体は闇夜に溶け込み、気配を断つ。
BT2-21,マカミ,ユニット,5,7000,,,どれほど神が大切でも、その神の為に人が傷つくことは許せない。そう信じるマカミたちは、オーガたちを救うために立ち上がった。,マカミ/CNP,コメスケ / すとぽぷ,/card-images/bt2-21.png,red,C,BT2-21,赤1,1,4,,魂魄の冥導士,マカミ;CNP,,どれほど神が大切でも、その神の為に人が傷つくことは許せない。そう信じるマカミたちは、オーガたちを救うために立ち上がった。
BT2-22,抗う猛将 キングオーガ,ユニット,6,6000,,【登場時】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,「炎神を止めなければカグツチに明日は無いぞ！」 暴徒と化しセイドウに付く竜人たちを必死に説得するも、その声は届かない。,カグツチ/オーガ,コメスケ / すとぽぷ,/card-images/bt2-22.png,red,R,BT2-22,赤3,3,3,回収,魂魄の冥導士,カグツチ;オーガ,【登場時】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,「炎神を止めなければカグツチに明日は無いぞ！」 暴徒と化しセイドウに付く竜人たちを必死に説得するも、その声は届かない。
BT2-24,式神・炎竜弐式,ユニット,7,8000,,,式神・炎竜が進化した姿。まだ進化の可能性を残しながらも強靭な肉体により、オーガの軍勢を圧倒する。,セイドウ/式神,コメスケ / すとぽぷ,/card-images/bt2-24.png,colorless,C,BT2-24,ー,0,7,,魂魄の冥導士,セイドウ;式神,,式神・炎竜が進化した姿。まだ進化の可能性を残しながらも強靭な肉体により、オーガの軍勢を圧倒する。
BT2-25,暴動の先導者 ツミカ,ユニット,4,4000,,【登場時】コスト2以下の相手のサポーター1体を退場させる。,ナルカミたちと別れたツミカは強力な戦力を確保できなかったことを残念に思いながらも、炎神を守るために竜人達を扇動し始めた。,カグツチ/竜人,コメスケ / SHU-,/card-images/bt2-25.png,red,RR,BT2-25,赤3,3,1,退場,魂魄の冥導士,カグツチ;竜人,【登場時】コスト2以下の相手のサポーター1体を退場させる。,ナルカミたちと別れたツミカは強力な戦力を確保できなかったことを残念に思いながらも、炎神を守るために竜人達を扇動し始めた。
BT2-26,戦線崩壊,イベント,3,,,【メイン】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,式神だけでなく、竜人にも攻撃され、オーガたちの戦線は完全に崩壊してしまう。,,コメスケ / すとぽぷ,/card-images/bt2-26.png,red,C,BT2-26,赤1,1,2,回収,魂魄の冥導士,,【メイン】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,式神だけでなく、竜人にも攻撃され、オーガたちの戦線は完全に崩壊してしまう。
BT2-28,砲塔型ゴーレム:C,イベント,7,,,【メイン】BP5000以下の相手のユニット2体を退場させる。,瞬間火力に特化したゴーレム。砲撃しかできず、敵の形を残すこともできない。,,コメスケ / すとぽぷ,/card-images/bt2-28.png,red,R,BT2-28,赤3,3,4,退場,魂魄の冥導士,,【メイン】BP5000以下の相手のユニット2体を退場させる。,瞬間火力に特化したゴーレム。砲撃しかできず、敵の形を残すこともできない。
BT2-30,指揮するカゲロウ,サポーター,6,,,【登場時】自分の手札から、特徴に「セイドウ」を持つ赤のコスト7以下のユニットカード1枚をコストを支払わずに登場できる。 【相手のターン】特徴に「式神」を持つ自分のユニット全てをBP+1000。,テンシュに命令された通り炎神を支配下に置くだけで、自ら破滅へと進んでいくカグツチをカゲロウは滑稽に感じた。,セイドウ/カゲロウ,コメスケ / すとぽぷ,/card-images/bt2-30.png,red,R,BT2-30,赤1,1,5,召喚;BP＋,魂魄の冥導士,セイドウ;カゲロウ,【登場時】自分の手札から、特徴に「セイドウ」を持つ赤のコスト7以下のユニットカード1枚をコストを支払わずに登場できる。 【相手のターン】特徴に「式神」を持つ自分のユニット全てをBP+1000。,テンシュに命令された通り炎神を支配下に置くだけで、自ら破滅へと進んでいくカグツチをカゲロウは滑稽に感じた。
BT2-31,追跡する市民,ユニット,2,3000,1000,,報奨金に目がくらんだ市民たちは三人をどこまでも、そしてどこからでも追ってくる。,ミッドガン/人間,コメスケ,/card-images/bt2-31.png,yellow,C,BT2-31,黄1,1,1,,魂魄の冥導士,ミッドガン;人間,,報奨金に目がくらんだ市民たちは三人をどこまでも、そしてどこからでも追ってくる。
BT2-32,レイキ結合体:機械人,ユニット,2,2000,1000,【登場時】コスト2以下の相手のユニット1体を手札に戻す。,禍々しき命は万物を取り込む。命を持ったはずだった機械をも。,機械/レイキ結合体,コメスケ / SHU-,/card-images/bt2-32.png,yellow,R,BT2-32,黄2,2,0,バウンス,魂魄の冥導士,機械;レイキ結合体,【登場時】コスト2以下の相手のユニット1体を手札に戻す。,禍々しき命は万物を取り込む。命を持ったはずだった機械をも。
